country,continent,datetime,count,type
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,500.0,infections
Belgium,Europe,2020-04-06,314.0,infections
Belgium,Europe,2020-04-06,500.0,deaths
Belgium,Europe,2020-04-06,500.0,deaths
Belgium,Europe,2020-04-06,500.0,deaths
Belgium,Europe,2020-04-06,132.0,deaths
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,500.0,recovered
Belgium,Europe,2020-04-06,486.0,recovered
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,500.0,infections
Austria,Europe,2020-04-06,297.0,infections
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,500.0,recovered
Austria,Europe,2020-04-06,463.0,recovered
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,500.0,infections
Brazil,South America,2020-04-06,161.0,infections
Brazil,South America,2020-04-06,500.0,deaths
Brazil,South America,2020-04-06,64.0,deaths
Cuba,North America,2020-04-06,350.0,infections
Bulgaria,Europe,2020-04-06,500.0,infections
Bulgaria,Europe,2020-04-06,49.0,infections
Burkina Faso,Africa,2020-04-06,364.0,infections
Cameroon,Africa,2020-04-06,500.0,infections
Cameroon,Africa,2020-04-06,158.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,500.0,infections
Canada,North America,2020-04-06,63.0,infections
Canada,North America,2020-04-06,339.0,deaths
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,500.0,recovered
Canada,North America,2020-04-06,256.0,recovered
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,500.0,infections
Chile,South America,2020-04-06,315.0,infections
Chile,South America,2020-04-06,500.0,recovered
Chile,South America,2020-04-06,228.0,recovered
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,500.0,infections
China,Asia,2020-04-06,165.0,infections
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,500.0,deaths
China,Asia,2020-04-06,335.0,deaths
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,500.0,recovered
China,Asia,2020-04-06,310.0,recovered
Colombia,South America,2020-04-06,500.0,infections
Colombia,South America,2020-04-06,500.0,infections
Colombia,South America,2020-04-06,500.0,infections
Colombia,South America,2020-04-06,79.0,infections
Costa Rica,North America,2020-04-06,467.0,infections
Cote d'Ivoire,Africa,2020-04-06,323.0,infections
Croatia,Europe,2020-04-06,500.0,infections
Croatia,Europe,2020-04-06,500.0,infections
Croatia,Europe,2020-04-06,222.0,infections
Bosnia and Herzegovina,Europe,2020-04-06,500.0,infections
Bosnia and Herzegovina,Europe,2020-04-06,174.0,infections
Cyprus,Europe,2020-04-06,465.0,infections
Greece,Europe,2020-04-06,500.0,infections
Greece,Europe,2020-04-06,500.0,infections
Greece,Europe,2020-04-06,500.0,infections
Greece,Europe,2020-04-06,255.0,infections
Greece,Europe,2020-04-06,269.0,recovered
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,500.0,infections
Denmark,Europe,2020-04-06,375.0,infections
Denmark,Europe,2020-04-06,500.0,recovered
Denmark,Europe,2020-04-06,500.0,recovered
Denmark,Europe,2020-04-06,489.0,recovered
Dominican Republic,North America,2020-04-06,500.0,infections
Dominican Republic,North America,2020-04-06,500.0,infections
Dominican Republic,North America,2020-04-06,500.0,infections
Dominican Republic,North America,2020-04-06,328.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,500.0,infections
Ecuador,South America,2020-04-06,247.0,infections
Egypt,Africa,2020-04-06,500.0,infections
Egypt,Africa,2020-04-06,500.0,infections
Egypt,Africa,2020-04-06,322.0,infections
Egypt,Africa,2020-04-06,259.0,recovered
Estonia,Europe,2020-04-06,500.0,infections
Estonia,Europe,2020-04-06,500.0,infections
Estonia,Europe,2020-04-06,108.0,infections
Kuwait,Asia,2020-04-06,500.0,infections
Kuwait,Asia,2020-04-06,165.0,infections
Finland,Europe,2020-04-06,500.0,infections
Finland,Europe,2020-04-06,500.0,infections
Finland,Europe,2020-04-06,500.0,infections
Finland,Europe,2020-04-06,500.0,infections
Finland,Europe,2020-04-06,176.0,infections
Finland,Europe,2020-04-06,300.0,recovered
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
France,Europe,2020-04-06,500.0,infections
